question_id,ground_truth,conversation
169673,"['fido u2f device', 'two factor authentication', 'password manager']","**User:**
Alternatives to SMS as a out-of-band channel I am looking at password reset functionality for a project I am working on. Looking at OWASP guidelines, it suggests using SMS as an out-of-band channel for this. ( https://www.owasp.org/index.php/Forgot_Password_Cheat_Sheet ) 

However, NIST seem to advise against this. If the code for SMS were to expire (say in 20 minutes) would this mitigate the risk of using SMS. Or is SMS frowned upon completely in its current state? 

**Assistant:**
Expiring your SMS token in 20 minutes will not mitigate the attack. Bad actors can either use SS7 routing attacks, or social engineering to gain access to your text messages. The social engineering attacks are much lower tech and easy to do. They essentially involve:


Calling your cell phone provider
Authenticating as you, or just convincing the customer service rep to help them. (See: https://youtu.be/lc7scxvKQOo?t=30s). The recent Equifax breach makes this even easier since bad guys can now answer your security questions as well (in many cases).
Changing the IMEI of your phone to their burner phone (like what happened here: https://carpeaqua.com/2017/07/07/hack-the-planet/).   
Initiating password resets (to your email or other services) with text messages, which are now routed to the burner phone.


Once they have gained control and access to a few key accounts (your text messages and your primary email) they have the keys to the kingdom, and can take over - resetting passwords and locking you out of accounts as fast as they can. Typically, it takes people around 1 hour to figure out they got hacked. But, even if you notice in 15 minutes, it's very possible you've already lost control of key accounts, and it will take some time to get back in. During that time, the bad actors are routing around in your personal information collecting data and planning the next move, which includes further locking you out.

For strong, out of band authentication, very little exceeds the security of time based one-time passwords. Server-side implementation is generally recommended for generating these authentication keys.


I'm a little concerned OWASP hasn't updated their list in light of both the NIST recommendations as well as the Equifax breach, which puts people's security questions at risk. Perhaps they have their reasons. Speculating on what those reasons are, it could be that security questions don't have to be answered truthfully. Example: when asked: ""What street did you grow up on?"" I typically answer with a GUID. This, of course, requires a method to keep track. But, security requires effort. Also, social media is a gold mine of security questions and answers. So, perhaps the recommendations don't need to change ... yet."
176619,['payment provider'],"**User:**
iframe Checkout Procedure I'm working for a company that wants to allow anyone to embed an iframe in which users can buy products on potentially any site. So it would be a typical use case for users to enter in their credit card info into this iframe.

I'm aware that clickjacking is a typical attack vector for this sort of set up. However, that vector seems like it's more about inducing a victim to click a button inside an iframe more than inducing them to take a complex action like completing a checkout procedure.

What I need to know before I feel comfortable implementing this iframe:


Is this setup still vulnerable to clickjacking?
Is it possible to read information entered into an iframe like this through a keylogger or invisible divs floating on top of the iframe?
What other potential attack vectors are there in a setup like the one I described?
Are there additional security considerations I should be thinking about?


**Assistant:**
Technically, the parent document can't capture a user's interactions with the iframe.1 But your main problem here is that the user has no way of verifying that the box they are interacting with is actually an iframe that is displaying your actual shop and not a copy on an entirely different domain. (A simple CSS overlay over the real shop iframe would work, too.)

On a potentially untrusted site, you simply can't establish a trusted iframe that users can safely interact with. Your browser's security indicators (displaying the full domain name and the green lock icon) only work for the top-level document. That's why authentication providers use redirects to have users authenticate on a top-level document that they can trust instead of inside a nested frame.

1That is, a keyboard event only goes either to the parent document or the iframe. But it can't be captured by the parent and still be fired inside the iframe."
187191,['reverse proxy'],"**User:**
Would a reverse-proxy authentication server be a secure setup? I work at a small consultancy and we often make web apps for our clients.  One part of the web app that is often repetitive to write is the authentication system.  In a lot of our web apps we would like to support OAuth login from the various providers as well as email-based registration.

However, programming this in every web application is time-consuming.  Ideally what we'd like is a generic, authentication proxy server that sits in front of the application server and handles everything related to authentication (including login, registration, and logout).  I'm wondering if something like this would be secure?  Or if there is any security-related reason why it should not be done like this?

I'm imagining it would look like this:



Auth Server


This is basically a reverse proxy server.  It has its own database with information related to authentication (for example, email address, password, etc).
It checks each request for a specific cookie with session information (for example, a JWT in a cookie called SESSION).  This session information would be proof that the user has logged in correctly at some point in the past.  If the session information is correct, it adds an X-UserId header to the request and forwards it to the Application Server.  If there is no cookie with authentication information, or if the session information is incorrect, then it forwards the request to the application server without the X-UserId header.
It will have specific routes for logging-in, logging-out, and registration (for example, /login, /logout, and /register).  It will handle these requests completely on it's own.    The Application Server will not even be aware of these requests.


Application Server


This is a normal web application server.
It performs no authentication, relying entirely on the X-UserId header from the Auth Server.
It is not accessible from the outside world.  The only way to access it is by going through the Auth Server.
It also has its own database.  It is filled with all the information related to the application (except for authentication information).




Here is an example of how login could work, as well as the interaction between the Auth Server and Application Server:

Here are the steps for getting the login.html page.


The client sends a request for /login.html.
The Auth Server receives the request.  The Auth Server tries to look for a cookie called SESSION.  It doesn't exist, so it forwards the request to the Application Server without adding a X-UserId header.
The Application Server receives the request.  There is a route defined for /login.html and it doesn't require the X-UserId header to exist, so it returns the HTML for login.html.
The Authentication Sever receives the response, and forwards it back to the user.


The login.html page could contain the JS code for actually logging in.  Here is one possible way to do it.


The client sends an AJAX request to /login/email to login using an email address and password.
The Auth Server receives the request.  Since this is a request for the Auth Server, it does not forward the request to the Application Server.
The Auth Server looks at the request body for an email address and password.  It checks the email address and password in its Auth DB.
If the email address and password are correct, it returns an HttpOnly cookie called SESSION that contains a JWT.


After this succeeds, the user could be directed to /home.html.  The steps for this are similar to /login.html, except that the user is actually required to be authenticated:


The user sends a request to /home.html.
The Auth Server receives the request.  The Auth Server checks the SESSION cookie and decodes the JWT.  The Auth Server gets the User Id from the database based on the information in the JWT.  Let's say that the User Id is 5.
The Auth Server adds a X-UserId=5 header to the request and forwards it to the Application Server.  (In the case where the SESSION cookie doesn't exist, or the JWT is not able to be successfully decoded, the Auth Server will forward the request to the Application Server without adding a X-UserId header.  The following steps are written assuming that the authentication succeeds and the Auth Server adds the `X-UserId header.)
The Application Server receives the request.  Since the request is for /home.html, the Application Server knows that a valid User Id is required, so it checks the X-UserId header.
The Application Server successfully gets the User Id from the X-UserId header and uses it to pull data out of the Application DB and build the home.html page.
The Application Server sends the response with the home.html page to the Auth Server.
The Auth Server receives the response, and forwards it back to the User.




Here is some additional information that didn't really fit above:


The Auth Server would remove the X-UserId header if sent by a user before forwarding the request to the Application Server.
The Auth Server could be relatively general, and used on multiple different projects.  The Application Server wouldn't have to worry at all about authentication.
The Application Server would need to be in charge of authorization (for example, making sure that each user could only edit their own information).
The Auth Server would completely handle new user registration.  This could include an OAuth flow (for using OAuth as provided by Google, Twitter, Facebook, etc), as well as simple email-based registration.  When a new user registers, the Auth Server would create a User Id and link it to the user's email address, Google username, Twitter username, etc.  The Application Server would only ever see this User Id (never the user's email address, Google username, Twitter username, etc).


Is a setup like this secure?

**Assistant:**
Quite a few companies make servers designed for what your asking so you could use that as a reference.

For instance, I've used WebSeal (IBM ISAM) quite a bit at company's (seems popular for some reason around me). They have modules already build for OAuth, and most other type of authentication.

You can use these servers to:

provide a single ""Identity"" across multiple systems with difference User stores.
Provide a more secure method of Authentication for users, on legacy systems which may lack the features you want (e.g Provide OAuth authorizations for users).
Isolate systems by forcing connections through a single point
Combinations for all of these.

Design notes:

OAuth is an AUTHORIZATION protocol NOT an AUTHENTICATION protocol.
When you are trying to establish identity, look to OpenID or JWT or SAML or
run as your owned Identity Provider.
When you are trying to authorize a request look at OAuth 2.0 or JWT.
Use an ID Token for Identity (e.g OpenID spec, or if rolling your own look at JWT's)
Have Web Applications use an authorization token to get a access token.
Use access tokens to provide protected resources."
187248,"['trusted platform module (tpm)', 'physically unclonable functions (puf)']","**User:**
Secure high-portability way to store passwords? I'm developing a cross-platform Java desktop application which uses a password to derive a cryptographic key. I'd like to add a ""Remember me"" feature that stores this cryptographic key on the hard drive securely so that my program can get it after a reboot.

If I store it directly, anyone who manages to get access to a typical user's hard drive (no encryption) will be able to get the key. If I encrypt it, the key used to encrypt it must still be stored somewhere on the drive, and hence defeats the purpose.

I've seen gnome-keyring, Windows Credential Manager, and Mac OSX keychain, but they each seem to have their own non-Java APIs (or unofficial ports to Java). Furthermore, it seems like any program running as the user will be able to read or write to or from these two services.

Is there a more portable (and preferably isolated) way to securely store passwords (or cryptographic keys) on the hard drive?

Thanks!

**Assistant:**
On today's systems, methods exist for securely storing or deriving cryptographic keys on endpoint devices. These approaches aim to protect root keys and other application-specific keys, ensuring they can only be used under specific secure conditions. Such techniques are crucial for robust authentication on endpoint devices."
187300,['password hashing tool'],"**User:**
Storing Encrypted Passwords I was thinking about alternatives to hashes for storing passwords, and I was wondering if there was any huge security flaw with one I came up with.

If, when the user creates their account, their password is used as a key to encrypt itself and stored that way, you could validate logins by decrypting the stored password with the given password and checking if they match.

Is there any inherent theoretical problem with this idea, assuming the encryption is immune to such things as collisions and related-key attacks?

**Assistant:**
Is there any inherent theoretical problem with this idea, assuming the encryption is immune to such things as collisions and related-key attacks?


Yes, there is a problem with this idea even given your assumptions.

Some problems: The way you have stated your encryption ""solution"" seems to imply that you are just using a single key and no random IV or anything like that. In that case you are vulnerable to dictionary and other brute force attacks (you are still vulnerable even with a salt since the ""hash"" is likely fast). Also, with nothing to act as a ""salt"" you will be ""hashing"" the same password to the same ""hash"" each time, which is also bad."
188592,"['hips (host intrusion prevention system)', 'ips and ids', 'firewall']","**User:**
When hardening a LINUX system what command line tools would you remove first in order to make an attackers life really difficult? When hardening a LINUX system what command line tools would you remove first in order to make an attackers life really difficult? 

**Assistant:**
Most of the native tools are necessary for system administration. There are very few that you could remove without being concerned that you'll need them one day.

You run a serious risk of extending outages or delaying projects when administrators are missing essential tools.

Instead, you should focus on:


Making it difficult for an attacker to communicate with the system (network boundaries, packet inspection, removal of unnecessary services)
Isolating hosts based on sensitivity of data (DMZs, network ACLs)
Blocking inappropriate communication
Preventing exploitation and limiting escalation (patching, app-specific hardening, least privilege users, chmod jails, sandboxing)"
195105,['password cracking tool'],"**User:**
If someone has a hashed password, how long till they decrypt it? Earlier my friend suggested that we have a race to see who could decrypt a hashed password first. I want to do it but I don't want it to be an all month thing. I know when passwords are hashed they can't be unhashed but if someone were to have the hash (no salt) of a password with the parameters being 6 char long and only contain lower case letters along with numbers, how long would it take for them to generate a wordlist and hash each one to see if they match?

**Assistant:**
Not too long.

If I understand your question correctly, you'll be using passwords that are 6 characters long, with only lowercase letters and numbers. So each character can only take be one of 36 possible outcomes (26 letters + 10 digits)

Effectively it's 36^6 combination which is 2.1 Billion.

Obviously it depends on the hash in question, and the hardware you're using, see here has a good comparison.

For e.g if you're using MD5, this would be cracked in under a second. Even with SHA-3 this wouldn't take more than hour. If you go wild with multiple high-end GPUs, this would be a walk in the park -- even if the password were truly random.

And I'm assuming you're brute-forcing every possible combination -- not from a wordlist. Most programs will allow you to bruteforce without a wordlist. Which seems apt for your use-case."
195268,['trusted stamping authority (tsa) service'],"**User:**
Verify the age of data We learned a lot about cryptography in class already, like encoding messages or signing them, creating shared secrets between network nodes, symmetric and asymmetric encryption methods... 

I am wondering: Is it possible, with the given algorithms and concepts of encryption, to prove that a given data set has a given age?

I want to have a little chunk of meta information (like when signing data -> the datas hash encrypted with the private key) that allows anyone to verify that the data they are viewing is still the same as it was e.g. 5 days ago. Think of age verified security camera recordings for example. 

Is this currently possible? If not, what are the problems that prevent such systems from working? Could it be possible somehow? Share your wild ideas please. 

**Assistant:**
Common Encryption, Signing, Encoding etc algorithms themselves do not not have a concept of time. Thus with these techniques alone it is not possible to create what you want. And while it would be easy to include a timestamp together with the encrypted data it would be also easy to include some fake timestamp, i.e. something on the past or in the future depending on what should be achieved.

The situation changes if you add the concept of trusted timestamping, i.e. something which others will trust to provide both the accurate time and to combine this time with some data in a way which can not be manipulated later to change the time or data.

One possible implementation for such a trusted timestamping involves a third party service where a hash of the original data is submitted and which then combines this hash and a timestamp and digitally signs this combination. Everybody who trusts such a service can verify the signature and check the timestamp and thus validate that the (hashed) data are at least as old as the timestamp says. It is not possible this way to guarantee that the data are not older because the creator of the data might just submit the data for timestamping any time he wants.

For more information about this see various questions in this site, like Trusted Timestamping Scope and Real-World Uses or How to prove a picture was taken before a certain date?. See also the article on Wikipedia about Trusted timestamping which in addition to a description of such centralized services includes information about decentralized timestamping using a blockchain and which contains many useful links for further information."
195997,"['android emulator', 'two factor authentication']","**User:**
How can I run 2FA Authenticator on my laptop when my phone is in for repairs? I recently got a new phone that has various hardware issues with it. As such, before the warranty expires, I need to send it back for repairs. Unfortunately, I already have Google Authenticator authenticating many accounts that I do not want to lose access to while my phone is being repaired.
I have securely stored recovery codes for all of these accounts, but those are to be used only if I permanently lose access to my primary authentication device. Using them while my phone is being repaired risks running out of codes, which will result in me permanently having no way to log in after that because I intend to fully wipe my phone before giving it up (especially since the repair people are most likely to simply replace it). Stopping myself before I fully run out of codes will result in temporary depletion, which is also a problem.
I have no other mobile device to use in its place (mobile device meaning a device running Android or IOS), however I have several computers (both multiple laptops and multiple desktops). As such, I am thinking the least-bad solution would be to run Google Authenticator on my Linux Laptop that I carry with me most often, but this is not an ideal solution for me because that laptop is my primary computer, and one of the advantages of 2FA is that it can defend against certain attacks that compromise one's main computer, such as a keylogger.
With that said, however, a valid answer provides a specific way to run Google Authenticator on a (Arch) Linux laptop.

**Assistant:**
There's also a chrome extension called Authy as stated by user in the comments to this answer."
212242,"['vpn', 'privacy-focused email service']","**User:**
How can I publish text and video without revealing my identity? Let's I want to publish online


a fiction book and
a series of videos for promoting it.


Let's further assume that the book challenges some widely held views and it is possible that people will hat me for that. However, no part of the book breaks any law (i. e. there are no threats in that book, nor appeals to violence; I can prove that it was me who wrote the book).

How can I make the book and the videos accessible to a wider audience such that


my identity cannot easily be revealed, nor
the identities of people who read the book and view the videos?


Note that the protection is meant against co-workers,  employers, and neighbors who may not like my views. It is not a protection against the authorities.  

**Assistant:**
""co-workers, employers, and neighbors""

I agree with all the advice given so far in comments and answers, but felt this deserved some more specific advice around your stated adversaries.
Establishing an alter ego
For your purpose, you don't need an entire false identity, just some anonymity. I would suggest using a free email service. You probably don't need an anonymous phone number unless you intend to deal anonymously with publishers or other business partners you don't trust, and you should avoid voice interactions at all costs anyway.
Obviously, don't make your alter ego's identity linkable to yours. For example, if you spent your 20s drinking red wine and telling everybody that Kafka was the greatest mind of literary history, then don't go naming your alter ego Franz, or Gregor, or Joseph, or Valli, Elli, or Ottla, etc. Likewise, no dead pets or beloved high school teachers that your internet history might reveal. I'd use one of the countless name generators available online for creating RPG characters, or something like that.
Pseudonymous self-publishing isn't really that hard if you aren't concerned about subpoenas or law enforcement investigations. With your new email address you can create a free site (WordPress.com would be fine for this) and video hosting account. To preserve your visitors' anonymity you might choose to avoid YouTube — Dailymotion would be fine, or take your pick.
If it were me I would take some basic precautions while operating my alter ego — for example, I would install a browser separate from the one(s) I currently use to create and sign into those accounts.      
Protecting your readers' identities
As noted in other answers, there's only so much you can do here. So long as your book and videos are on a platform which doesn't require anybody to sign in (all those mentioned above would be suitable) that's probably as much as you can reasonably do. If you were really dedicated, and had the time and skills, you could always set up your own server to host everything, configure it to be logless, only accessible through Tor, etc. But that really changes your attack surface, as your own self-administered server is much more likely to be vulnerable to a curious attacker interested in deanonymising you than the above-mentioned widely-used free services. That is, I think, a bad tradeoff.
Maintaining your pseudonymity
As already mentioned by others, there are some simple OPSEC precautions you will need to take. Most importantly, your real identity cannot have any interactions with your pseudonym, at all. ""You"" have no knowledge nor awareness of the book, site, or author, don't mention it, and don't appear interested if anybody else does.
Use only your alter ego and pseudonymous details when promoting, discussing, or corresponding about the book, videos, or any other detail about the publication. Don't do anything by voice, obviously. If you are concerned about the stylistic analyses described in some answers and comments here, then keep correspondence from your alter ego to an absolute minimum.
Unless you become the target of a dedicated, experienced investigator or hacker, these simple precautions should be more than adequate for your needs. A lot of people self-publish pseudonymously for all sorts of legitimate reasons, and most take less care than is outlined here without real risk."
220148,['credential protection'],"**User:**
Lateral Movement: What is the benefit of Windows Hello For Business? I work as a security researcher, tonight I implemented Windows Hello For Business in our environment, because it is marketed as the ""passwordless way of the future"" and I wanted to see if it holds up to its promises.

The decision was made to go on-premise with certificate-based authentication (AD2016+ADFS+WindowsCA), and then to test it out from a lateral movement perspective. I registered my laptop and enrolled WH4B with facial recognition and backup pin. Albeit the installation itself was a real PITA (10+ hours to get it running) it now works fine and I can see how face unlock is a nice convenience factor compared to typing in a password.

But security wise? run mimikatz... sekurlsa::logonpasswords... and I still get all the NTLM hashes, kerberos tickets and plaintext passwords. Lateral movement: same as before. nothing has changed.

Did I implement WH4B wrong or is this just the way it is? I followed this Microsoft guide.

**Assistant:**
Disclosure: I work on the team that builds security features.

There's no one-size-fits-all solution for reducing credential theft and lateral movement because the space is so huge.

That does not mean you can't steal derived secrets like Kerberos tickets or NTLM hashes. There are other features that make that more difficult."
220549,"['data protection service', 'web application firewall', 'ddos protection service', 'two factor authentication', 'drive encryption tool']","**User:**
I have just 4 hours a month to security check a cloud based application - How to use my time? I've been tasked with looking after an application deployed to azure. I have been allocated 4 hours a month. 

I essentially have half a workday to secure this application / keep it secure. What is an efficient use of my time? 

Should I concentrate on:


Making sure all the components are up to date?
Checking all the logs to make sure nothing is looking dodgy?
Attempting to ""hack"" the application myself?
Documenting the system in detail from a security perspective?
Researching current vulnerabilities in this/related tech?
Ensuring backups etc are working correctly?
Disaster recovery stuff?
Creating policy around ""being hacked""?
Auditing the source code with some tool to search for bad patterns?


Or some combination/something else?

I'm looking for experience based answers, preferably from someone that does this kind of security maintenance. If there is any kind of existing best-practice/guideline that would also really help. 

The technology stack is:


SQL Server Database (Azure SQL)
C# Web API
Angular Front End


There are several additional components, but I'm not really looking for tech specific answers, more a strategy on how to approach this.

**Assistant:**
Start with the Azure top security best practices so you can maintain and improve security of your Azure solution step by step:

agree and upgrade your Azure subscription to Azure Security Center Standard. This will help you find and fix security vulnerabilities, apply access and application controls to block malicious activity, detect threats using analytics, and respond promptly to attacks;
store your keys, database credentials, API keys and certificates in Azure Key Vault. Additionally make sure keys and secrets in the solution are not stored in the application source code;
connect Azure virtual machines and appliances to other networked devices by placing them on Azure virtual networks;


When you are ready, focus on:


managing your VM updates as Azure doesn't push Windows updates automatically
making sure to setup processes for important cloud operations such as patch management, incident management, change management, emergency user access, privileged access;
enable password management and use appropriate security policies to prevent abuse;
review your Security Center dashboard to maintain an overview of the security state of all of your Azure resources so then if required you can take action on the recommendations;


Read the Microsoft documentation on the Azure security best practices.

Documentation:

Microsoft Azure Security Fundamentals

Microsoft Azure Security Documentation"
221367,['log viewer'],"**User:**
Alternative routes for Incident Response approach other than Windows Event Viewer? I am in preparation of developing an Incident Response Plan for a computer that has been hacked (no malware installed, just a system hack). My plan is to analyse through Windows Event Viewer to try and detect some unusual behaviour to the machine. 

However, if a hacker has changed the contents of the log file or changed the time, what are the alternative routes for developing an IRP other than Windows Event viewer?

**Assistant:**
I once had a similar task and I found Nirsoft Mega Report. It combines some of the NirSoft utilities. I didn't find it very useful, since you get a lot of single reports, but not a complete timeline.

End of 2014, I tried to achieve it myself by using the NirSoft tools, running them in unattended mode and exporting to XML. The tools I considered for that were


JumpListsView (see what was done last)
RecentFilesView (which files were used last)
UserAssistView
FirefoxDownloadsView (maybe some malware came from there)
ShellBagsView
BrowsingHistoryView
FlashCookiesView
MozillaCacheView
WinPrefetchView
DevManView (were there devices connected)
IECacheView
ImageCacheViewer
myuninst
USBDeview (were there devices connected)


From all these XMLs I tried to build a complete timeline. I say ""tried"", because


I found that the XMLs were not always well-formed. I reported that as bugs, but I was never notified whether they were fixed.
Not all tools provide XML export


Still, all those reports may be helpful.

If you do forensic stuff, consider the following basic rules:


get an image in a forensically sound way
only work on a copy of that image. Never work on the original and never work on the forensically sound image (of step one)."
222227,"['ssl and tls mutual authentication', 'firewall']","**User:**
How do I configure Azure Web Apps so that the only access is via CloudFlare? I have a Web Apps (Linux) application on Azure, and I added a custom domain which I have protected with CloudFlare.

I added Azure Security Center to my subscription.

At the moment one can access the application either 


directly via example.azurewebsites.net or 
via www.example.com which is protected by CloudFlare


How do I configure the Azure portal so that the only access to my web application is via CloudFlare?

One idea I had is to add an Azure Firewall, and set it to white list the CloudFlare IP Addresses, but I wondered if there is an easier way (and anyway I am not sure how to configure it) 

**Assistant:**
There is one main way to do this: restrict the allowable origins of web requests, which will need to be done by IP filtering.

Approach
A common and logical way to do this is at the network level. You could also edit your web application to reject any incoming requests from outside of Cloudflare's IP range, but that's almost certainly both more work and less secure than using other, more specialized methods for network access control.
Cloudflare has published an article explaining how to whitelist to them, and mentions either doing it using the web app config (such as a .htaccess file) or by configuring network access rules. The IP address ranges used are documented here."
225406,"['phishing detection', 'phishing simulations']","**User:**
What is the best way to protect against a phishing attack? As stated in the title, what can I do on the server (or anywhere else for that matter) to protect against phishing attacks?

Some suggestions I've heard is to tell users that you'll never send them a link to click on. However, our password reset functionality is built around this. 

We've also added two factor authentication, but a phishing attack can also easily bypass this through clever scripting that passes the user credentials to our site in real time.

**Assistant:**
Phishing is a social engineering trick, so the effective way to mitigate it - is to educate your users. Create a mandatory training courses, buy or create a plugin to outlook or whatever mail clients they are using that can flag emails as phishing attacks and send to you or your team for forensics, contract a third party to sometimes perform a non malicious phishing attack (when you click on attachment it will say ""this was a part of our comprehensive phishing awareness programs..."" to keep your users aware."
225650,['virus scanner'],"**User:**
PDF Server Side 2020 I have been gathering information on handling PDF files for web applications. Much of my research has been on displaying the files to the user.

What I want to learn here is how to properly handle the file on the server side. That is,

1. How to properly accept and store a new document.

Lets assume I can trust a new incoming PDF file. My current plan is to store the file outside of my web root. I will then store meta-data (title, date, doc type, location in system, etc) in a Database.

2. How to properly link a PDF file for access.

Whether the files are stored inside or outside of web-root, we do not want to use the full path of the document for an <a> tag or something of the like. We want to give as little information about the file system as possible. Lets assume my file is stored in /documents/*doctype*/*YYYY*/*YYYYMMDD*/*title*.pdf. I currently have two methods on the table for protecting the path.

A.) I can only provide a key or unique identifier for the document and when attempting to access I will look for that key along with the associated path in the database. Once the path is found the file file may be opened.

B.) I can encrypt the different pieces of the file path when output to the page and decrypt when a user attempts to view that PDF.

!!! Consideration: this may prevent my ability to open the files for viewing in browser provided sandbox environment. !!!

3. How to store potentially malicious PDF files.

Lets say I have an end user with ill intent that has decided they would like to attack my system using a PDF file. This user would be able to upload the file directly to my system without any characters being removed from the document. The file is only saved by the system and only meta-data is read. While this file is imported to my file system, will it be able to execute any malicious code? If the file is never read by the system, can it be considered safe until it is downloaded or viewed?

**Assistant:**
1. How to properly accept and store a new document.

I would recommend to store files in the database, not separately. A) File system is not transactional. That's why it is hard to keep it consistent with database. B) Creating of backups and restoring of particular versions from backups can lead to inconsistencies between file system and database: Database can contain references to files that don't exist, or there can be files that are not references in the database. Database will

2. How to properly link a PDF file for access.

Take your approach A). Use randomly generated unique IDs. They will not disclose your internal structure of the application (and hide the structure of your file system, if you stick to it).

3. How to store potentially malicious PDF files.

A) Check MIME type. There are many libraries that can do that for you. If the file is not PDF (not one of multiple PDF versions), then reject storing such file.

B) Set some size limit."
236675,['regex-based wordlist generator'],"**User:**
Wordlist generator with a certain pattern I am trying to generate a wordlist. I am using crunch but I am stuck at defining the pattern I want the words to be generated. For example, I want to define a rule such as this:
Password: Ameri948 ca#
Words: [A|a]meri[\d\d\d][space|no space][C|c]a[space|*|#]
Which means, I know the structure of the password and the exact length (here the space or no space plays a role), but not the exact combinations, e.g. the first character is for sure an A but I don't know whether it is a capital A or a lowercase one. And another problem is spaces, to get the password to a certain length, which I know, I tried some sort of padding with spaces in between words.
Can a pattern like this be defined in crunch? Or would you suggest just coding it?

**Assistant:**
I think your case would be:
[Aa]meri\d{3}\s?[Cc]a\s{0,4}#
I limited the latter space to max 4 so the regex would be able to terminate."
242644,['hard drive encryption'],"**User:**
Password protect an internal hard drive in a shared Windows PC where all users are administrators It is a laptop shared by my lab. Today I use it, another day one of my student takes it on a field trip. I have 3 hard drives. I wanna leave 2 hard drives for my students and 1 for myself. On my hard drive, I have all my stuff. Students have admin access since they need to install programs, run scripts, etc. Is there a way to password protect my internal hard drive so that none of my students (i.e. other administrators) can access my files if logged in on their account?
EXTRA INFO: My stuff is backed up on Dropbox so I do not care if they wipe the drive out. It is a Windows PC.

**Assistant:**
There's a concept in threat modelling called spheres of control. A sphere of control is effectively the things in a system that a particular actor has control over. Actors are usually people with different roles, such as unauthenticated users, logged in users, administrators, etc., and each of these has their own sphere of control. If you think about how these spheres overlap, or might overlap, you can better understand what resources each actor has access to (or at least should have access to) and use that to identify where your risks might be concentrated.
You have one sphere for everyone. You, the trusted user, have persistent admin access on an OS and they, the untrusted users, have exactly the same level of persistent access. No matter what control you put in place, they can circumvent it, because you have the same sphere of control as an untrusted user.
For the purposes of my answer here I'm going to ignore the potential for hardware modification. While they're technically possible, your students probably don't have sufficient motivation and resources to implement such attacks, and if I included them in the threat model my answer would be much more complicated and bleak.
What you need to do is create two separate spheres of control, and enforce the separation with a security boundary. If the students require administrative access on the OS, you cannot enforce separation between you and them on that OS."
243158,['confidential virtual machine'],"**User:**
Can a host access a VPS disk's encrypted directory directly while running? I have an Ubuntu VPS running at a remote host. The disk is not encrypted but I have a specific directory that is encrypted for which I must provide a password via an SSH session (not stored anywhere on the VPS) to ""unlock"" it so that the services can run on this VPS and serve the content decrypted.
Assuming the bad admin cannot login to the system like I do via SSH. Can the bad admin read the encrypted directory's decrypted content while running and/or can the bad admin gain access to the in-memory key for the encrypted directory?

**Assistant:**
Yes
Your situation violates three of the Ten Immutable Laws of Security, namely:
Law #2: If a bad guy can alter the operating system on your computer, it’s not your computer anymore
Law #3: If a bad guy has unrestricted physical access to your computer, it’s not your computer anymore
Law #6: A computer is only as secure as the administrator is trustworthy
With enough effort the admin definitely can dump the memory and extract either the key or decrypted data while the VPS is running and the directory is decrypted. Alternatively, (since the disk is not encrypted) the rogue admin could modify the SSH server binary to log the password in cleartext.
What can you do?
The only way to be absolutely sure would be to host your own server."
245607,"['ddos protection service', 'web application firewall', 'captcha service']","**User:**
Layer7 DDoS Protection vs WAF, which should I use? I have Layer3 ddos protection, but I want to upgrade it to Layer7 ddos protection. But when i look about Layer7 Ddos attacks, I see that they are usually HTTP/HTTPS based attacks. I have 3 questions;

What is other Layer7 DDos attacks, e.g FTP, DNS ?
If I use WAF instead of Layer7 ddos protection, what will be risks in my system?
Using WAF for ddos protection is a prefered way?


**Assistant:**
What are other Layer7 DDoS attacks, e.g., FTP, DNS?
Application layer attacks, or layer 7 (L7) DDoS attacks, refer to a type of malicious behavior designed to target the “top” layer in the OSI model where common internet requests such as HTTP GET and HTTP POST occur. These layer 7 attacks, in contrast to network layer attacks such as DNS Amplification, are particularly effective due to their consumption of server resources in addition to network resources.
What are the risks in your system when dealing with Layer 7 DDoS attacks?
General security measures can mitigate application layer DDoS attacks up to a certain level. Application layer DDoS attacks are very difficult to avoid. Especially botnet attacks are not spoofed, and requests seem to be fully legitimate.
Is there a preferred way to protect against application layer DDoS attacks?
Addressing these attacks often requires adaptive technology to distinguish legitimate users from malicious bots. This is crucial because botnet attacks are very difficult to identify from legitimate traffic. Solutions that specifically focus on behavioral analysis and challenge mechanisms are highly effective. For more advanced solutions, refer to specialized resources."
