question_id,ground_truth,conversation
126646,['switch cleaner'],"**User:**
My Ibanez TMB100 sounds input cut in and out and fuzzes
For some reason after not playing my Ibanez TMB100 bass, the sound cuts on and off most especially playing the lower strings. I checked the jack cable but with a different one it doesn't fix anything.
Could it be the 9V battery? I bought it a few months ago and it was all working fine since yesterday. No drop or shock whatsoever.
It's having the same issue with a little Orange Amp and even more so with an iRig HD2 connected to my mac.
Video with sound


**Assistant:**
If you've left the jack in, the battery is probably below 9v, and it might have been borderline before. Worth replacing, and also use [PRODUCT] when plugging in all the jacks to their sockets. Move the jacks in and out a good few times, as dirty contacts will cause such effects."
125665,['orchestral excerpts for violin by william preucil'],"**User:**
Need help with opening passage of the 4th mvt of Mozart Symphony No. 39, 1st violin part

Hi,
I'm having a bit of trouble practicing this section of the piece. I've tried playing it slowly and gradually increasing the tempo, but I just cannot get it and it's quite frustrating. The problem is mainly in my bow; my left hand is fine. Does anyone have any tips?


**Assistant:**
This is a standard ""[PRODUCT]"" used in orchestral auditions. [PRODUCT] has an [PRODUCT] with him talking through his advice about various [PRODUCT] and demonstrating them. I highly recommend buying the whole [PRODUCT], but here's what he has to say about this [PRODUCT]:... and his demonstration:If you're playing in an actual orchestra, you don't have your own choice about bowing (unless you're the concertmaster). And if you're taking an audition, I would play it exactly as printed in the [PRODUCT] and not try to invent any improvements; the challenges presented by the bowing are an expected part of the audition.As [PRODUCT] notes, those slurs are the problem. In general, in fast passagework, our left hand can manage much more dexterity and speed than the bow can, and our job is to manage the bow to keep up with the left hand. First of all, the slurs cross strings. Yes, you could play the first couple of bars (mm. 16-17) in second position; this would have the double benefit of putting the slur all on one string, and putting the entire measure on only two, with no trip to the A string for the B flat. BUT we have no such option in mm. 18-19 (the ones that start on F); short of some crazy scheme of shifting back and forth between positions (inadvisable) we have no comfortable way to keep all the pitches on only 2 strings, or to avoid a string-crossing during the slur. That being the case, I don't know that I'd even bother with 2nd position in mm. 16-17; better to get the bowing pattern set up from the start. (Plus, if you have any interest in historicity, I doubt Mozart would have shifted to avoid string crossings.)Recognize that each subsequent measure will reverse bow directions (I would not advise doing anything to change that). Recognize that the actual physical movement you make during the slur is very different on a downbow than an upbow (think about the shape your right hand traces in the air—an arch, or an inverted arch). Get used to putting beats on upbows in the in-between measures.The best bit of general advice is to use as little bow as you can and still sound good. The slurs will move you (slightly) out of the ideal spiccato spot of the bow and you must work to get back; the less bow you use the lesser this problem. The ""scoopy"" arch-shaped motion of the downward string crossing on a downbow is less unwieldy on a shorter bow. If you're practicing by starting at a slow tempo and gradually increasing the metronome (a good idea), consider: if you use 2 cm of bow per note at 80 bpm, you should use 1 cm at 160 bpm. Can you get away with 0.5 cm? Produce a good, clean, sound, but see how little bow you need to do so.In the slurs, work on the timing of the string crossing. Don't just sort of ""blur"" from D string to G, moving in a continuous arc; ""pop"" from one string to the other at the exact timing of the 16th note, just as you would lift and drop your left hand fingers with precise timing. (This will help keep m. 20, a few measures later,...from coming out simply as a measure of double-stops!)Have you worked on collé? That is, a bow stroke that is powered by ""squeezing"" and extending the fingers? Although this passage doesn't use true collé, the finger motion that powers it is a magic ingredient in many (maybe all?) bowstrokes, from a beautiful lyrical legato to off-string strokes to string crossings. Consider minutely the way every part of your right arm, from shoulder to fingertip, contribute to the motion of this string crossing. You can accomplish a string crossing by moving the whole arm, from the shoulder; you can do it by moving only from the elbow; you could keep your forearm stationary and merely bend at the wrist; and you could even keep your whole arm and the palm of your hand in one plane and compress or extend your fingers to reach different strings. Start with this finger motion, and then add in as much of the larger motions as needed to stay natural and comfortable. In rapid passagework, do the most you can with the smallest muscles; nothing is worse than trying to whip your whole arm through these string crossings as if you're beating egg whites.It's great that you're practicing slowly and then at increasing tempos; that's the best start. Since so much of what makes these measures challenging is the bowing, try practicing the pattern of open strings that you'll be playing, without using left hand at all, so you can concentrate on the bow mechanics (e.g. ""Slur D to G; G; G; D; D; A; D""). Do the same for the left hand, moving your fingers without bowing.Consider what you can do to keep your fingering efficient. E.g. in the measure starting with F, it doesn't have to be ""Play 2, then 3, then 1, 3, 2, 4, 2, 4""; we think that way because of the dots on the page. Instead, look at your fingers moving in physical space. It could be: ""Place 2 and 3 on the F and C. Raise 3 to play the Ab. Lower 3. 2 is still down; rock slightly so that it contacts A string as well. Lower 4. Keeping 2 and 4 down, go to A string to play the C, and come back to D string for another Ab.""One challenge in passages that are all the same note value is to keep them even and equal. One way to practice these is to superimpose rhythmic patterns on them; try a ""long-short"" patter, dotting the first 16th and turning the second into a 32nd. Much harder, try the opposite, short-long! One long, plus a triplet-y 3 short? ""Short-long-long-short"" for syncopation? One benefit of these schemes is that it forces you to think about timing in the first place, and about how the mechanics of these motions conspire to rush or obstruct the timing. Another is that the ""short notes"" force you to make very quick motions, while the ""long notes"" give you a moment to think, so by combining multiple patterns you get the benefit of practicing very quickly without having to be so hyper-alert."
125511,['sytrus'],"**User:**
How is it possible to filter either high or low frequencies of a single sine wave?
I started learning music production. I created (or generated) a sine wave with the oscillator in FL Studio, but did not add any more sine waves into it (by turning the volume off for the two other oscillators;  the built-in synth in FL Studio has 3 oscillators in total). Then, I hold the key (it was the middle A) of my midi keyboard then adjusted EQ to see whether there would be any changes with the sound. Yes, the timbre (or the color -not sure about the terminology) changed.
The interesting thing is and the thing I don't understand is: the process with the electric guitar is logical because it is a 'real' instrument and it creates overtones; when someone adjust the treble-middle-bass knobs on the amp then the amp cut offs some frequencies. But in the aforementioned experiment, there was just a one, single sine wave and there was none overtones if I'm not mistaken. So, which frequencies were cut off by the EQ in the FL Studio? How did this happen?
To show the oscillator and EQ I use in FL I recorded my screen with the audio: https://streamable.com/9b3ifz


**Assistant:**
It's not possible, something went wrong with your experiment.The audio from your video sounds extremely aliased, and it doesn't match your eq moves, so I will assume that this is entirely a video artifact and not actually what you are hearing. If it is what you're hearing, something's gone terrible wrong between [PRODUCT] and your speakers.The [PRODUCT] [PRODUCT] runs in draft mode until you export your project*, and in draft mode, the sine waves generated are a bit less perfect than you might expect. I recreated your experiment, and I have to treble boost about 20dB for the aliasing to be even a little audible on middle A, but if you have brighter speakers and younger ears you might hear the aliasing sooner. Try the experiment again with the [PRODUCT] ""default"" preset, which generates a much cleaner (although still not perfect) sine wave and compare your results.In recreating your experiment, I also heard a significant amount of noise generated while moving the eq bands. This is totally an artifact of how the software takes inputs, and you should ignore this.*Even in render mode, [PRODUCT] is quite aliased, and the sine waves are still not quite sines, though the newest version has an ""HQ"" mode which is fully anti-aliased."
125466,"['microfiber cloth', 'violin case']","**User:**
Any tips for cleaning a violin from the early 1900s to make it usable again
Recently my grandfather gave me my great-grandmother's violin. He told me this violin was handmade in the early 1900s and it is an extremely precious family heirloom. The last time this instrument was regularly used was in the 70s when my aunt was learning to play the violin. Since then it has been locked up in a case and over time the horsehair on the bows ""shed"" and left rosin everywhere. The violin looks extremely dirty and smells dirty.
From my piano experience, I know that you can't just use any cleaner to clean the finish. I really do not want to mess around cleaning this violin, especially with its age and sentimental value of it.
I have some cleaner which I use to clean my piano – would it be ok to use this to clean my violin? Or is there any method I should use? I do plan on using it.


**Assistant:**
You're right not to try applying cleaning products without fully knowing what you're doing. If you have a violin repair person or luthier in your area, I recommend you take it straight to them. They can give it a full beauty treatment, removing any layers of dirt and polishing as appropriate for the instrument. But more importantly, they can assess any repair that the violin surely needs, and even appraise its value. I would absolutely try to make this visit before trying to play or sell the instrument; even if there were no such expert near me I would travel if possible.If you absolutely can't get it to a professional, I might wipe it gently with a soft (like microfiber) [PRODUCT] and no cleaning product at all. (Even then, as Lazy's comment below mentions, you must wipe very gently to avoid scratching. If in doubt, leave it alone.) It also can't hurt to ""air it out""; you can get it out of the musty [PRODUCT], if you have a nice secure place to store it where it's protected and the room is not too hot or dry. If you plan to keep the instrument, you can also start shopping for a nice new [PRODUCT]; modern [PRODUCT] with suspension pads or carbon-fiber bodies can protect it better.NOTE: Although the question asks about doing an intensive cleaning on a very dirty violin, for the benefit of other users: how do you do regular daily cleaning on an instrument that's already in good playing shape? DO keep a clean, dry, soft [PRODUCT] in your [PRODUCT]; when you put the instrument away, wipe rosin dust gently from the entire belly including under the fingerboard and tailpiece. Wipe rosin dust from the bowing area of the strings and wipe sweat and oil from the fingering portion (it might be smart to use a second and third [PRODUCT] for these, so that your body [PRODUCT] stays clean longer, and you don't get the oil/sweat on the bowing area). Wipe rosin dust from the stick of the bow as well. That's it. Don't use any kind of product or solvent on any part of the instrument, no matter how it's labeled or marketed, no matter what Yehudi Menuhin used to do."
124845,['line 6 pod'],"**User:**
Why does plugging headphones directly into guitar effect sound ""bad""?
A few days ago I tried to plug my (OneOdio A71) headphones directly into my 9 V cheap mini Kokko overdrive. I was expecting to not hear anything, or almost anything, because it was my understanding that the output of the signal chain normally needs to be amplified to become powerful enough to drive speakers or headphones.
But, much to my surprise, it worked. Again, the following, works, I tried.
Humbuckers --> Overdrive pedal --> Passive mono to stereo adapter --> Stereo headphones
You can hear stuff, and it's pretty loud. But it does not sound great; it seems like the highs are too high, and there is some sort of harshness to it. I don't know exactly how to describe it. It's not necessarily a bad tone, but I don't like it for what I want to play.
So, the questions are:

Why does it sound so ""meh""?
Is it an impedance problem?
Would a headphone amplifier improve the sound?



**Assistant:**
Guitar [PRODUCT]/[PRODUCT] etc are designed to be fed to [PRODUCT].This isn't even really a problem of impedance or even output voltage, it's one of EQ curve.[PRODUCT] [& [PRODUCT]] really strip the top off any signal going into them. A 'bright' guitar tone is nowhere near as bright as you might think, it tends to tail off from as low as 3kHz or so & be almost non-existent by 10kHz.Because of this, a [PRODUCT] doesn't have to care about how much fizzy high end it's sending, the [PRODUCT] will strip it.Your headphones, on the other hand, will be good to 20kHz & you can now hear all that nasty high end, clear as day.You can hear the same thing if you route one to a hifi, or your audio rig's line in. Nasty fizzy noise.There was at one time a studio fashion to run a guitar straight into the desk - partly using the desk's own preamps to [PRODUCT]. The top end had to be rolled out quite heavily to make this work.The desire to be able to practise using overdriven sounds at low volumes was partly what drove the popularity of such as the [PRODUCT] 20 years ago. It emulated the sound of a [PRODUCT] [& [PRODUCT] with a switch], so headphones or direct line in would sound 'right'.You can pick up an original [PRODUCT] on eBay these days for about $£€ 50."
124030,['modal subjectivities by susan mcclary'],"**User:**
What are modes added with sharps and flats to make them sound better called?
I'm watching this video about modes and right here he mentions something that sounds like 'musica fikta' which he explains as sharps and flats added to modes to make them sound better (right when majors and minors were being invented in music history).
What's the correct spelling of 'musica fikta'? I'd like to look it up to learn more about it.


**Assistant:**
These ficta pitches were not really a part of the mode, but rather just decorative chromaticism.When discussing ficta, I think it's often helpful to remember when it was typically used: ficta notes would be briefly introduced right at moments of cadential arrival, and then they would typically be immediately abandoned. (I'm simplifying here, because there were other uses of ficta, but this is the clearest.)Imagine you're in A Aeolian—a very common mode and final for this style of music—and you have an interior cadence on D. In order to really push towards that D, the music will briefly introduce C♯, D's leading tone, to cadence on that D, and then revert to C♮ as the ""true"" third of the global A Aeolian.With all of this said, identifying mode in polyphonic music (e.g., Monteverdi's madrigals) can be rather difficult, and it's not really just a question of ""what notes are used""; in A Aeolian, you're going to find a lot of C♯s, F♯s, and G♯s. If you're interested in how mode is constructed in polyphonic music, check out [PRODUCT]."
123871,"['ebow', 'volume pedal']","**User:**
How can you sustain a long note on electric guitar smoothly?
Sometimes a song calls for a very long sustained note, or a long sustaining chord, such that the length of the note is beyond what you can expect a guitar to naturally sustain, let alone sustain without its quality changing from loss of kinetic energy.
Clearly these are cases where you must revive the note by periodically picking it so that it will maintain its intensity and reach the required ringing time. However, whenever I try to do that, I am painfully aware of when the note is being re-picked. This is because picking interferes with its oscillation, and I feel like that’s noticeable, and because the attack of the pick is audible given enough distortion. And yet, I heard live recordings where a long smooth note was played without these issues.
How do guitar players do that?


**Assistant:**
Tetsujin gives a good answer (I upvoted), but I feel I can add some additional ideas.Compression is making quiet sounds louder and loud things quiet, and it is naturally something that amps do when pushed enough. There are techniques common in rock guitar, specifically tapping and harmonics, that could always have been done but weren't common until amplification and compression made it so these could be as loud as normal playing.Traditional guitar has always been a punchy high-attack low-sustain instrument, but with amplification and compression, you can get these longer notes and chords, but there eventually comes a point where the note fades.Clearly these are cases where you must revive the note by periodically picking it so that it will maintain its intensity and reach the required ringing time.There are techniques to handle this. There are technologies to handle this. The first one I can think of is tremolo picking, which you might recall from the meatball scene from Lady and the Tramp. Instead of strumming once and leaning on the sustain, you pick a lot, like on sixteenth notes or so, and let the continual picking be heard as sustain.Next is the addition of string vibration by feedback. The common way is by standing in front of the amp or monitor and letting the sound move the strings, which get amplified, and so on. The [PRODUCT] and [PRODUCT] [PRODUCT] use an electromagnet in the neck position to allow it to send the currently-played note back into the strings, not just pick it up. The [PRODUCT] and similar [PRODUCT] use magnets to just vibrate a string. It's similar to but different from the built-in [PRODUCT], in that it doesn't know what is being played. This all very much gets you into the infinite sustain thing.The pedal-steel guitar way is different, in that you use a [PRODUCT] and a loud clean amp. Here, you play the note, drop the volume to where you want it to be, and as the note decays, you add volume back, so it just sounds like the note sustains a long time. This is a bit like doing the same thing compressors do, just with your foot.Also, the [PRODUCT] and other infinite sustain [PRODUCT], kinda delay [PRODUCT] that just play back short samples of a previous note or chord.However, whenever I try to do that, I am painfully aware of when the note is being re-picked.There are a few things you can do, but this does skew more ambient and far less rock. The first is to swallow the pick attack. Compression can help a little, but my go-to here is use a [PRODUCT] to hide when I pick. Issue is, now instead of that new click, you get silence.This is when you use delay and reverb to hide the point in time when the strum or fade happened."
123812,"['alcohol wipes', 'disposable microphone covers']","**User:**
Health Issues at Open Mics
I'm starting an open mic session at a new venue. With Covid in mind, what precautions could be taken regarding letting others use particular mics?
At previous venues mics were provided, but I (and several others) always used our own. At this venue, there's only one mic, and I don't want all and sundry using mine, but am still concerned about the risk involved when everyone will be using the one mic.


**Assistant:**
As you can't clean the mic capsule itself, or any integral pop-shield…One 'mickey mouse nose' [PRODUCT] per user, which can be sanitised afterwards. [PRODUCT] for the mic body, between users.Or, the cheap & cheerful, if not great sonically - a thin [PRODUCT] over the whole thing, inverted & discarded after each use.Might be better to leave the 58 at home for this & use the 57 with [PRODUCT]/[PRODUCT].As per Shoeps - Microphone use & Covid-19Violawave designed a UV box to sanitise mics inside 5 minutes - might be OK if you have two mics - How do you sanitise your microphones against Covid-19?Shure have detailed info on cleaning specific mic types - How Should I Clean My Microphone?Oooh, late find - [PRODUCT] - [PRODUCT], eg Amazon US link…and, of course, hand gel on the side of the stage, for use on the way on & on the way off."
123613,['plastic fife'],"**User:**
Is there a recorder-analog for the flute?
I have used soprano baroque recorders for students aged 8-10 as a ""pre-band"" instrument.  I find that most students enjoy practicing note-reading, and the average student is able to progress reasonably far in two years of study.  I find that students who can master at least the first octave of the instrument progress very quickly on clarinet or saxophone in their next year after playing recorder.  I suspect it's because there are so many similarities (the basic fingerings, breathing, etc.).
I have also noticed that beginner flute players struggle tremendously because it's so much harder to produce a tone on a flute.  I know that playing a single-reed instrument is obviously different than a fipple flute but it's a similar shape and size and students seem to adapt quickly.  The concert (""band"") flute is quite different and in my experience, harder.  Flute students at this age (10 or 11 years) seem to more frequently lose interest as their reed-playing classmates advance beyond their skill level.
I'd like to be able to give all the students a chance to learn some rudimentary skills for flute playing, too.
I'm curious... does there exist a simple instrument that could do for the flute what the recorder does for clarinet and saxophone?  Is there such thing as a ""transverse recorder,"" say?


**Assistant:**
TL;DRStep 1: Soda bottleStep 2: [PRODUCT]Soda bottle[PRODUCT] players are sometimes told that blowing across the top of a soda bottle is similar to blowing a [PRODUCT]. (Anecdotally, A [PRODUCT] acquaintance confirms that this offered some help in developing their embouchure.)Though the [PRODUCT] tone hole is generally smaller and differently shaped, the techniques are similar, and the bottle can be easier. Using a common object can be very appealing and fun for kids.Some additional advantages:Very inexpensiveLends itself to a natural physical experiment: put various amounts of water in the bottle and observe the changes in pitch.)Neat party trick with friends; awesomely annoying party trick with parents and siblings.A couple of internet reference points:(Note that these do not directly advocate soda bottles as a teaching tool.)[PRODUCT] Embouchure: What is Normal?A common way to explain the [PRODUCT] embouchure is to equate [PRODUCT] playing to blowing into a pop, or soda, bottle.[PRODUCT] Techniques, by Dr. Karen McLaughlin-Large, Kansas State University, 2013Exercise 21.ALWAYS begin students with head joint exercises.2.Cover the lip plate and blow over the end of the head joint like playing a bottle.3.Use little tension. Very relaxed.4.Remember to use the surprise breath.However, for a contrary opinion, seeTips For Teaching Beginning [PRODUCT] PlayersThe [PRODUCT] should not be played like a coke bottle.[PRODUCT]I would look first at the [PRODUCT] (Wikipedia). It's held and blown like a [PRODUCT], but is smaller, lighter, and non-keyed. Given the setting, where many students many need instruments, there are inexpensive [PRODUCT]'s available. For example, at the time of this post, Yamaha makes a [PRODUCT], available on Amazon for $10.55.And here is a detail showing the mouthpiece.There are other [PRODUCT], such as those listed on Wikipedia:[PRODUCT] (the [PRODUCT] and the [PRODUCT]), the [PRODUCT], the [PRODUCT], a number of [PRODUCT], and [PRODUCT] such as [PRODUCT], [PRODUCT] and [PRODUCT]."
123370,['laminated cello'],"**User:**
Learning cello fingerings without owning one
Okay this is going to be a weird question but bear with me, I promise I'm not crazy.
Let's say I really wanted to learn cello. Now due to the fact I am not currently able to rent/buy a cello, this creates a dilemma. Now as a trumpet player who has been playing for about five years, I know that if I want to get a piece under my fingers, there are exercises I can do, even when I don't have my trumpet available (e.g. simply tapping my fingers against my leg).
My question is if what I cared about practicing was fingerings (not bowing because the trouble I have is with fingering; my bowing skills are passable) would there be a way to start practicing that without the instrument?
(if this is a bad question leave a comment and I will edit)


**Assistant:**
Well, I suppose you could mock up a [PRODUCT] fingerboard on a yardstick or the like. You could mark off the distance between fingers, and practice getting used to the distances. You can buy a decal that's meant to be applied to the fingerboard, and stick it on your proxy.As long as we're on crazy ideas: You could see if a music store has a neck from an irreparably damaged [PRODUCT] and practice on that.But I must caution, along with the commenters, against doing this. The common theme among the comments is: the main thing to learn is not just which finger to use, but where to put it, down to the millimeter. On fretted instruments, you can place your finger a mm higher or lower and it makes no difference, the fret stops the string; on fretless instruments it would change the pitch. This is not something you teach your cognitive brain (""B = 1, C# = 3""), but your so-called ""muscle memory"" (really a different part of your brain), and it's hard to learn and much much harder to un-learn. Silently fingering on a board or yardstick, even one with finger positions marked precisely, would put your thumb too close or far away from your other fingers, giving you the wrong shape for your hand overall. Even silently practicing on a broken [PRODUCT] neck would feel different if there are no strings.It seems your motivation is to make the best use of your time: for some reason you don't have access to a real [PRODUCT] yet, but want to learn something in such a way that it will save time once you get one. Practicing with your hand in the wrong shape will cost you time rather than save it. If at all possible, get your hands on a real [PRODUCT]. A [PRODUCT] can be had for about $800 USD (don't waste time and money on anything you find cheaper), or you could of course rent an instrument for a few months.And if you want to make the best use of your time, get a teacher. I highly doubt that your bowing is in fact ""passable."" The bow hand, wrist, forearm, and upper arm move and interact in complex ways; I've seen some teaching systems that spend 6 months just training you to hold and move a dowel rod, while making minute adjustments to the position of each finger, motion of the wrist, etc., before giving you the real bow. I would encourage you to start your learning by plucking the strings (""pizzicato"") and learn these bow skills gradually. Again, these are hard enough to learn correctly, very hard to know what you're doing wrong without a teacher's help, and very hard to unlearn."
123173,"['5a drumsticks', '7a drumsticks']","**User:**
Should my drum sticks be the same size?
I bought a snare (which came with drum sticks) on craigslist. It turns out one of the sticks is fatter than the other one, and heavier.
Is this a ""thing"" or did they just give me mismatched sticks?


**Assistant:**
I'm sure someone, somewhere, will come up with a valid reason to have different [PRODUCT] - but general convention is that they should be a matched pair.See How to Choose the Best [PRODUCT] for Your Hands and Playing StyleThey recommend [PRODUCT] for beginners, which sounds like a fair compromise. I've always used [PRODUCT], even though I play rock. I can get a better wrist-snap with them than I can with anything heavier which, for me, equates to greater volume when needed & greater control when not.I'd take a trip to a local music shop & try some out for feel."
122617,['drum screen'],"**User:**
In-ear monitoring on a budget, what gear should I look at?
I'm playing in a band (drums, bass, guitar, keys + 2 singers), and we are considering putting together an in ear system.
The main problem is small venues, everyone is close to the drummer, and we can't really hear ourselves. Wedges are not always an option, the volume is also not great for our ears. This is the worst for singers as they need to ""intonate themselves"".
I spent the past few days exploring the options, and I can't really see a good solution without a copious amount of gear (not even just price, but sheer amount of stuff). To understand my frustration with this, I'm the guitarist, for now I go there with a modeller unit and my guitar, hand the output to the sound guy, and I'm set.
My goal is to allow everyone to listen to the mix of instruments they preferr in their monitors.
My understanding is, that to achieve this, we need:

A digital mixer with at least number of musicians + 1 (to front of house) outputs.
1 transmitter for each musician.
1 receiver for each musician.
1 pair of in-ears for each musician.

My question is, is there any way to simplify this? For people who are playing with in-ears, how would you get started with this?


**Assistant:**
Disclaimer: I'm an instrumentalist, not an audio engineer; I'm writing from my consumption of sound systems, not experience running them.Let's agree that the ideal, if you had unlimited funds and unlimited time and space to transport and set up gear, would be in-ear monitoring with a system like Aviom that gives each performer direct individual control of their own mix, with their own personal unit to adjust the level they get of every signal. These are often paired with in-ear monitoring, but as far as I know there's no reason they can't be used with wedges, or that the ""old way"" can't be used with in-ear.There are probably many other benefits of this kind of system, but as a performer, the main thing I experienced was ""cutting out the middle man."" In the days of wedges, I always had to bug the sound guy for ""a little more of me... ok, a little more yet... well, maybe that's too much... Oh holy crap the guitarist just showed up late and plugged in and he's incredibly hot, can you pull him way down?... well, I didn't mean all the way out of the mix..."" Multiply that times each person on stage, and it makes for a very long sound check, and invariably I'd wind up just shutting up and making do with something less than ideal. This issue, of control, is separate from the issues of in-ear monitoring vs wedges (you can't both get your mic hot enough, hear enough of yourself, and avoid feedback).Now, as far as I know, there's no reason you couldn't use in-ear monitoring with the ""bug the sound guy"" model. As long as the mixing board has enough aux sends for everyone, you simply run those to the stage and plug in in-ears where you would have plugged in wedges. (Plus probably some consideration that's beyond my knowledge about accounting for impedance difference.) Price: difference in price between wedges and in-ears. Bulk of gear: reduced since you don't need wedges.I have a feeling you're looking for even more creative solutions, though. ""Get the drummer to play quieter"" is good for a laugh. Jokes aside, sometimes this suggestion betrays an ignorance of genre (not looking at you, Tim, more at actual conversations I've had). Someone says ""Well I know it's possible for a drummer to play quietly enough for the space and for the rest of the band; I was in a coffeeshop the other day and there was a jazz combo and the drummer was just using brushes, it was so delicate and tasteful!"" And doesn't recognize that if you're working in a pop-rock, vaguely Blink-182 context, it's essentially a different instrument, just as much as the coffeshop's upright bass is from the electric.I've always found that the solution that fits the room and the style best is to fully enclose the drummer in a [PRODUCT]—you know, Lexan around the front and sides, padded panels behind and on top. Then the drummer can wale away to their hearts content, the output can be miced, mixed, and balanced perfectly to suit the space, and the monitors can contain as much or as little of the drums as needed. These [PRODUCT] certainly cost something (and might mean buying more mics as well, which at some point might start meaning a mixing board with more channels), and they certainly take up some space and time to lug around and set up, but still less of both than an Aviom system."
122459,['dpa 4099 microphone'],"**User:**
How do they get guitars to sound so great on tv?
When playing acoustic guitar sometimes it is very difficult to hear certain notes or certain slaps or chords. With shows like American Idol or America's Got Talent, for instance this video:

                
            
I do not see a microphone anywhere near Klafford’s acoustic guitar yet in this video you can clearly hear his acoustic so well. It cannot be that his voice mic is picking up the strumming patterns of the guitar, or is it?
How can I get an acoustic sound so clear, similar to this video? Here is another example from a singer named Alejandro Aranda from American Idol:

                
            
Similarly, you can hear his acoustic sounds very well but I do not see a mic anywhere near his guitar. Both examples don't seem to be playing the acoustic via an amp either. What gives, and what can I use to do something similar? Should I be purchasing a mic for an acoustic guitar?


**Assistant:**
The first hint is that they both sound like an 'electro-acoustic' [especially the second one] with an internal piezo-type pickup & the second is you can see the cable out to what is probably a radio transmitter pack taped to the back of the guitar or hidden in the player's clothing.You can pick up a cheap one for not a lot of money on Amazon or anywhere. Same as most things, you tend to get what you pay for. I doubt the ones the TV show uses are so cheap.I didn't go so far as to try to see exactly what guitar each is using & whether it's already sold with 'plug-in' capabilityYou can also get [PRODUCT], either internal or external. The best of these costs as much, or more than, the guitar.I've used a [PRODUCT] in a similar way [when I was strapped for a [PRODUCT] to use - it's beautiful, but it's an omni so suffers from spill] but ideally, you'd want their [PRODUCT] to do this live.It doesn't look quite so pretty as an internal, but by heck it sounds good."
122323,['seaboard rise 2'],"**User:**
Keyboard where each key has pitch bend?
Are there any keyboards where each key has touch sensitivity allowing for microtones and pitch bend with the fingers on individual keys? I think that would be a pretty cool instrument, but I only found pianos where the velocity was affected so not sure if it exists.


**Assistant:**
You may want to have look at the [PRODUCT]. Each key is sensitive to pressure, to up/down-movements and to left-right-movements. I never touched one, but according the manufacturer the left-right-movement gives you the pitch bend you want."
121729,['dj headphones'],"**User:**
Singing with music through headphones
I am taking singing lessons and also using apps to complement my training.
My teacher recommends against singing with headphones on. This article also explains clearly why I should not use headphones when singing, as that would make me perceive my singing as lower.
However, all the singing apps that I found (and I tried 5 or 6) ask that I use wired earbuds, because that's the only way for the app to hear my voice alone, without hearing the sound made by the app. Indeed, most of these apps essentially play a note that I have to match with my voice.
How can I reconcile the 2? Is it ok to practice with the apps, maybe if I put only one of the 2 earbuds?


**Assistant:**
People who sing along to music while wearing [PRODUCT] sound terrible because they’ve generally got the music so loud they can’t hear themselves.The article correctly points out that singers wear [PRODUCT] on stage and [PRODUCT] in a recording studio, and that this is not an issue because they are monitoring the microphone into which they are singing.The article also points out, correctly, that the way you hear your own voice is different from how everyone else hears it. And it’s correct that the reason is because the sound of your voice travels through bone and the softer tissues of your head.However, that is in addition to traveling through the air between your mouth and your ears.The difference in your perception is in the balance of frequencies constituent to your voice, not the fundamental frequency itself. That’s a difference in timbre, not pitch. The article got that dead wrong. I’ll grant that lower frequencies are emphasized, and perhaps that’s why the author says it’s “lower”, but that is conflating timbre with pitch.Talk to your teacher about why [PRODUCT] are supposedly bad. It is probably because you can’t hear yourself well.If you’ve got a mixer or audio interface and a microphone, you could mix the accompaniment with your own voice. That’s how it’s handled on stage and in the studio.If not, you could always plug one ear with your finger under the [PRODUCT], only use one [PRODUCT], or use [PRODUCT] ([PRODUCT]). Singers sometimes plug one ear when singing in harmony so they hear themselves above the other voices. That technique may work for you as well."
